Series_Title,Overview,clean_text
Good Bye Lenin!,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.","Good Bye Lenin! In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared. Comedy, Drama, Romance Wolfgang Becker Daniel Brühl Katrin Saß Chulpan Khamatova Florian Lukas"
In America,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,In America A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child. Drama Jim Sheridan Paddy Considine Samantha Morton Djimon Hounsou Sarah Bolger
I Am Sam,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,I Am Sam A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family. Drama Jessie Nelson Sean Penn Michelle Pfeiffer Dakota Fanning Dianne Wiest
Adaptation.,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,"Adaptation. A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen. Comedy, Drama Spike Jonze Nicolas Cage Meryl Streep Chris Cooper Tilda Swinton"
Black Hawk Down,160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,"Black Hawk Down 160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis. Drama, History, War Ridley Scott Josh Hartnett Ewan McGregor Tom Sizemore Eric Bana"
Road to Perdition,"A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.","Road to Perdition A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge. Crime, Drama, Thriller Sam Mendes Tom Hanks Tyler Hoechlin Rob Maxey Liam Aiken"
Das Experiment,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.","Das Experiment For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence. Drama, Thriller Oliver Hirschbiegel Moritz Bleibtreu Christian Berkel Oliver Stokowski Wotan Wilke Möhring"
Billy Elliot,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,"Billy Elliot A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family. Drama, Music Stephen Daldry Jamie Bell Julie Walters Jean Heywood Jamie Draven"
Hedwig and the Angry Inch,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,"Hedwig and the Angry Inch A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs. Comedy, Drama, Music John Cameron Mitchell John Cameron Mitchell Miriam Shor Stephen Trask Theodore Liscinski"
Ocean's Eleven,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,"Ocean's Eleven Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously. Crime, Thriller Steven Soderbergh George Clooney Brad Pitt Julia Roberts Matt Damon"
Vampire Hunter D: Bloodlust,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.","Vampire Hunter D: Bloodlust When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back. Animation, Action, Fantasy Yoshiaki Kawajiri Andrew Philpot John Rafter Lee Pamela Adlon Wendee Lee"
"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","O Brother, Where Art Thou? In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. Adventure, Comedy, Crime Joel Coen Ethan Coen George Clooney John Turturro Tim Blake Nelson"
Interstate 60: Episodes of the Road,"Neal Oliver, a very confused young man and an artist, takes a journey of a lifetime on a highway I60 that doesn't exist on any of the maps, going to the places he never even heard of, searching for an answer and his dreamgirl.","Interstate 60: Episodes of the Road Neal Oliver, a very confused young man and an artist, takes a journey of a lifetime on a highway I60 that doesn't exist on any of the maps, going to the places he never even heard of, searching for an answer and his dreamgirl. Adventure, Comedy, Drama Bob Gale James Marsden Gary Oldman Kurt Russell Matthew Edison"
"South Park: Bigger, Longer & Uncut","When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.","South Park: Bigger, Longer & Uncut When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame. Animation, Comedy, Fantasy Trey Parker Trey Parker Matt Stone Mary Kay Bergman Isaac Hayes"
Office Space,Three company workers who hate their jobs decide to rebel against their greedy boss.,Office Space Three company workers who hate their jobs decide to rebel against their greedy boss. Comedy Mike Judge Ron Livingston Jennifer Aniston David Herman Ajay Naidu
Happiness,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.","Happiness The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection. Comedy, Drama Todd Solondz Jane Adams Jon Lovitz Philip Seymour Hoffman Dylan Baker"
Training Day,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,"Training Day A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be. Crime, Drama, Thriller Antoine Fuqua Denzel Washington Ethan Hawke Scott Glenn Tom Berenger"
Rushmore,The extracurricular king of Rushmore Preparatory School is put on academic probation.,"Rushmore The extracurricular king of Rushmore Preparatory School is put on academic probation. Comedy, Drama, Romance Wes Anderson Jason Schwartzman Bill Murray Olivia Williams Seymour Cassel"
Abre los ojos,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.","Abre los ojos A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured. Drama, Mystery, Sci-Fi Alejandro Amenábar Eduardo Noriega Penélope Cruz Chete Lera Fele Martínez"
Being John Malkovich,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,"Being John Malkovich A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich. Comedy, Drama, Fantasy Spike Jonze John Cusack Cameron Diaz Catherine Keener John Malkovich"
As Good as It Gets,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.","As Good as It Gets A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery. Comedy, Drama, Romance James L. Brooks Jack Nicholson Helen Hunt Greg Kinnear Cuba Gooding Jr."
The Fifth Element,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.","The Fifth Element In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay. Action, Adventure, Sci-Fi Luc Besson Bruce Willis Milla Jovovich Gary Oldman Ian Holm"
Le dîner de cons,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise.","Le dîner de cons A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise. Comedy Francis Veber Thierry Lhermitte Jacques Villeret Francis Huster Daniel Prévost"
